distribution;estimator;random_state;dmu;ds;alpha;cons_alpha;est_alpha;mean_poster;accuracy;roc;mae;rmse;log_loss;precision;recall;accuracy_balanced;brier_score
laplace;brier_nnre;9;0;4;0,5;0,375;0,375;0,39913000000000004;0,7172;0,78817;0,0612;0,07435;0,5818399999999999;0,82206;0,5544;0,7172;0,19505999999999998
laplace;brier_nnre;0;0;4;0,75;0,5625;0,5625;0,5776899999999999;0,7028;0,80588;0,02008;0,0274;0,57471;0,90256;0,6768;0,7288;0,19822
laplace;brier_nnre;1;0;4;0,75;0,5625;0,5625;0,5763699999999999;0,6944;0,7911100000000001;0,02534;0,03561;0,58155;0,90166;0,6650699999999999;0,72373;0,20373
laplace;brier_nnre;2;0;4;0,75;0,5625;0,5625;0,5704899999999999;0,6868;0,7934100000000001;0,03482;0,049569999999999996;0,57111;0,91053;0,6458699999999999;0,72773;0,20207999999999998
laplace;brier_nnre;3;0;4;0,75;0,5625;0,5625;0,5796899999999999;0,7164;0,79742;0,03042;0,04061;0,58567;0,89392;0,7056;0,7272;0,19965
laplace;brier_nnre;4;0;4;0,75;0,5625;0,5625;0,5747;0,6948;0,79608;0,03248;0,0424;0,58306;0,9100299999999999;0,65813;0,73147;0,204
laplace;brier_nnre;5;0;4;0,75;0,5625;0,5625;0,5694600000000001;0,7084;0,80861;0,02451;0,03613;0,56863;0,91825;0,67093;0,74587;0,19751
laplace;brier_nnre;6;0;4;0,75;0,5625;0,5625;0,57024;0,7004;0,80064;0,03312;0,04369;0,5805;0,90975;0,66667;0,7341300000000001;0,20235
laplace;brier_nnre;7;0;4;0,75;0,5625;0,5625;0,56608;0,6768;0,80211;0,03946;0,053320000000000006;0,56125;0,9158200000000001;0,62667;0,72693;0,19977
laplace;brier_nnre;8;0;4;0,75;0,5625;0,5625;0,57124;0,7;0,79304;0,04553;0,05869;0,57736;0,90614;0,66933;0,7306699999999999;0,20215
laplace;brier_nnre;9;0;4;0,75;0,5625;0,5625;0,56518;0,6844;0,79446;0,04949;0,061970000000000004;0,6060800000000001;0,9145;0,63893;0,72987;0,21306999999999998
laplace;brier_nnre;0;0;4;0,95;0,7125;0,7125;0,72029;0,7544;0,79886;0,03057;0,04785;0,42796999999999996;0,97672;0,75958;0,7077899999999999;0,15092
laplace;brier_nnre;1;0;4;0,95;0,7125;0,7125;0,72211;0,7516;0,79552;0,02138;0,03515;0,44781000000000004;0,97819;0,75537;0,71768;0,15844
laplace;brier_nnre;2;0;4;0,95;0,7125;0,7125;0,72185;0,7468;0,7943899999999999;0,0355;0,05395;0,46468999999999994;0,9806799999999999;0,74821;0,73411;0,16538
laplace;brier_nnre;3;0;4;0,95;0,7125;0,7125;0,72587;0,7712;0,79655;0,02661;0,04024;0,44974;0,9752200000000001;0,77895;0,7014699999999999;0,1555
laplace;brier_nnre;4;0;4;0,95;0,7125;0,7125;0,7205699999999999;0,7604;0,79827;0,025419999999999998;0,039830000000000004;0,46216999999999997;0,97588;0,76674;0,7033699999999999;0,16030999999999998
laplace;brier_nnre;5;0;4;0,95;0,7125;0,7125;0,71764;0,7656;0,78372;0,02901;0,04478;0,43215;0,97303;0,77474;0,68337;0,1505
laplace;brier_nnre;6;0;4;0,95;0,7125;0,7125;0,72213;0,7464;0,79335;0,01945;0,037469999999999996;0,43172;0,9754200000000001;0,752;0,696;0,15300999999999998
laplace;brier_nnre;7;0;4;0,95;0,7125;0,7125;0,72375;0,7608;0,77533;0,02943;0,04534;0,45566999999999996;0,96788;0,77389;0,64295;0,15991
laplace;brier_nnre;8;0;4;0,95;0,7125;0,7125;0,71746;0,7368;0,75758;0,03168;0,057620000000000005;0,43518999999999997;0,97352;0,74316;0,6795800000000001;0,15433
laplace;brier_nnre;9;0;4;0,95;0,7125;0,7125;0,72059;0,7544;0,81523;0,024419999999999997;0,035789999999999995;0,43382;0,9798399999999999;0,75705;0,73053;0,15357
laplace;brier_nnre;0;0;4;0,99;0,7425;0,7425;0,7513;0,7656;0,82521;0,02768;0,044000000000000004;0,38965;0,9963200000000001;0,7660600000000001;0,74303;0,13967000000000002
laplace;brier_nnre;1;0;4;0,99;0,7425;0,7425;0,74957;0,7856;0,82883;0,01842;0,03437;0,38137;0,9964200000000001;0,7862600000000001;0,75313;0,13266
laplace;brier_nnre;2;0;4;0,99;0,7425;0,7425;0,75085;0,7768;0,7019;0,02675;0,04122;0,40923000000000004;0,9943299999999999;0,77899;0,6694899999999999;0,14392
laplace;brier_nnre;3;0;4;0,99;0,7425;0,7425;0,74708;0,7544;0,74785;0,040780000000000004;0,0642;0,41608999999999996;0,99311;0,75717;0,61859;0,15085
laplace;brier_nnre;4;0;4;0,99;0,7425;0,7425;0,7534;0,7979999999999999;0,8569200000000001;0,01968;0,03185;0,39199;0,9954700000000001;0,7996;0,7198;0,13535999999999998
laplace;brier_nnre;5;0;4;0,99;0,7425;0,7425;0,7440399999999999;0,7556;0,81093;0,03402;0,056670000000000005;0,39154;0,9952200000000001;0,7567699999999999;0,69838;0,13955
laplace;brier_nnre;6;0;4;0,99;0,7425;0,7425;0,74859;0,7608;0,79215;0,0273;0,044680000000000004;0,39781;0,99525;0,76202;0,70101;0,14184000000000002
laplace;brier_nnre;7;0;4;0,99;0,7425;0,7425;0,74738;0,7472;0,8011199999999999;0,0386;0,06213;0,3929;0,99623;0,74747;0,73374;0,1427
laplace;brier_nnre;8;0;4;0,99;0,7425;0,7425;0,74651;0,7536;0,79782;0,0294;0,05749;0,37228;0,9957299999999999;0,75434;0,71717;0,13118
laplace;brier_nnre;9;0;4;0,99;0,7425;0,7425;0,75113;0,76;0,83562;0,04023;0,05874;0,4122;0,99682;0,76;0,76;0,14823
laplace;sigmoid_nnre;0;1;1;0,01;0,00632;0,00632;0,00018999999999999998;0,99;0,34453;0,00632;0,01103;0,10999;0,0;0,0;0,5;0,01
laplace;sigmoid_nnre;1;1;1;0,01;0,00632;0,00632;0,00022;0,99;0,40302;0,00671;0,01145;0,10148;0,0;0,0;0,5;0,01
laplace;sigmoid_nnre;2;1;1;0,01;0,00632;0,00632;0,0002;0,99;0,34714;0,006370000000000001;0,011059999999999999;0,10294;0,0;0,0;0,5;0,01
laplace;sigmoid_nnre;3;1;1;0,01;0,00632;0,00632;5e-05;0,99;0,5372;0,00626;0,01108;0,10969000000000001;0,0;0,0;0,5;0,01
laplace;sigmoid_nnre;4;1;1;0,01;0,00632;0,00632;0,0002;0,99;0,44335;0,00624;0,01091;0,10013999999999999;0,0;0,0;0,5;0,01
laplace;sigmoid_nnre;5;1;1;0,01;0,00632;0,00632;0,00028;0,99;0,30535999999999996;0,00639;0,01111;0,09866;0,0;0,0;0,5;0,01
laplace;sigmoid_nnre;6;1;1;0,01;0,00632;0,00632;0,00022999999999999998;0,99;0,49718;0,00619;0,01093;0,09665;0,0;0,0;0,5;0,01
laplace;sigmoid_nnre;7;1;1;0,01;0,00632;0,00632;0,00011;0,99;0,38900999999999997;0,00606;0,01082;0,10209;0,0;0,0;0,5;0,01
laplace;sigmoid_nnre;8;1;1;0,01;0,00632;0,00632;0,00014;0,99;0,33763000000000004;0,006409999999999999;0,01111;0,11017;0,0;0,0;0,5;0,01
laplace;sigmoid_nnre;9;1;1;0,01;0,00632;0,00632;5e-05;0,99;0,42423;0,006490000000000001;0,011290000000000001;0,11159000000000001;0,0;0,0;0,5;0,01
laplace;sigmoid_nnre;0;1;1;0,05;0,03161;0,03161;0,00018999999999999998;0,95;0,43955;0,03135;0,054020000000000006;0,48738000000000004;0,0;0,0;0,5;0,049980000000000004
laplace;sigmoid_nnre;1;1;1;0,05;0,03161;0,03161;0,00016999999999999999;0,95;0,36496999999999996;0,03171;0,05401;0,5199600000000001;0,0;0,0;0,5;0,04999
laplace;sigmoid_nnre;2;1;1;0,05;0,03161;0,03161;0,00018999999999999998;0,95;0,40728000000000003;0,031810000000000005;0,053860000000000005;0,47531;0,0;0,0;0,5;0,04999
laplace;sigmoid_nnre;3;1;1;0,05;0,03161;0,03161;0,00013000000000000002;0,95;0,54071;0,032080000000000004;0,05446;0,47407;0,0;0,0;0,5;0,04999
laplace;sigmoid_nnre;4;1;1;0,05;0,03161;0,03161;0,00023999999999999998;0,95;0,34822;0,03291;0,05507000000000001;0,51374;0,0;0,0;0,5;0,049980000000000004
laplace;sigmoid_nnre;5;1;1;0,05;0,03161;0,03161;0,00016;0,95;0,41766000000000003;0,03297;0,0554;0,50132;0,0;0,0;0,5;0,04999
laplace;sigmoid_nnre;6;1;1;0,05;0,03161;0,03161;0,00027;0,95;0,34920999999999996;0,03218;0,05457000000000001;0,48328999999999994;0,0;0,0;0,5;0,049980000000000004
laplace;sigmoid_nnre;7;1;1;0,05;0,03161;0,03161;0,00016;0,95;0,31801999999999997;0,031310000000000004;0,053829999999999996;0,53635;0,0;0,0;0,5;0,04999
laplace;sigmoid_nnre;8;1;1;0,05;0,03161;0,03161;9e-05;0,95;0,41944;0,03193;0,05451;0,50871;0,0;0,0;0,5;0,04999
laplace;sigmoid_nnre;9;1;1;0,05;0,03161;0,03161;0,00016;0,95;0,45786000000000004;0,03136;0,05359;0,48208999999999996;0,0;0,0;0,5;0,04999
laplace;sigmoid_nnre;0;1;1;0,25;0,15803;0,15803;0,0007599999999999999;0,75;0,6346;0,15459;0,2344;1,85821;0,0;0,0;0,5;0,24952
laplace;sigmoid_nnre;1;1;1;0,25;0,15803;0,15803;0,0023;0,75;0,52891;0,15307;0,23329;1,97118;0,0;0,0;0,5;0,24836999999999998
laplace;sigmoid_nnre;2;1;1;0,25;0,15803;0,15803;0,00536;0,75;0,62167;0,15446;0,23165999999999998;1,7741200000000001;0,0;0,0;0,5;0,24533000000000002
laplace;sigmoid_nnre;3;1;1;0,25;0,15803;0,15803;0,00037;0,75;0,44293999999999994;0,15916;0,23924;2,15398;0,0;0,0;0,5;0,24983000000000002
laplace;sigmoid_nnre;4;1;1;0,25;0,15803;0,15803;0,00037999999999999997;0,75;0,48246000000000006;0,15597;0,23605;2,1171900000000003;0,0;0,0;0,5;0,24982
laplace;sigmoid_nnre;5;1;1;0,25;0,15803;0,15803;0,00073;0,75;0,6048;0,15892;0,23984;1,8899400000000002;0,0;0,0;0,5;0,24955
laplace;sigmoid_nnre;6;1;1;0,25;0,15803;0,15803;0,00203;0,75;0,7136899999999999;0,15868;0,23735;1,68114;0,0;0,0;0,5;0,24828000000000003
laplace;sigmoid_nnre;7;1;1;0,25;0,15803;0,15803;0,00058;0,75;0,45545;0,15941;0,23926;2,04127;0,0;0,0;0,5;0,24973
laplace;sigmoid_nnre;8;1;1;0,25;0,15803;0,15803;0,00055;0,75;0,57634;0,16222;0,24111999999999997;2,00156;0,0;0,0;0,5;0,24968
laplace;sigmoid_nnre;9;1;1;0,25;0,15803;0,15803;0,00045;0,75;0,45953999999999995;0,15867;0,2386;2,09907;0,0;0,0;0,5;0,24979
laplace;sigmoid_nnre;0;1;1;0,5;0,31606;0,31606;0,35326;0,6548;0,72427;0,17999;0,24273000000000003;2,25743;0,7176600000000001;0,5104;0,6548;0,31592
laplace;sigmoid_nnre;1;1;1;0,5;0,31606;0,31606;0,34145;0,6704;0,7196600000000001;0,11988;0,16942000000000002;1,5707;0,7228;0,5528;0,6704;0,2812
laplace;sigmoid_nnre;2;1;1;0,5;0,31606;0,31606;0,36202;0,6772;0,72875;0,15085;0,20686;1,8729099999999999;0,73439;0,5552;0,6772;0,28888
laplace;sigmoid_nnre;3;1;1;0,5;0,31606;0,31606;0,37784;0,6852;0,72072;0,12220999999999999;0,16708;1,61905;0,71615;0,6136;0,6852;0,26933
laplace;sigmoid_nnre;4;1;1;0,5;0,31606;0,31606;0,30796;0,6532;0,72251;0,13583;0,18746;1,60744;0,73045;0,4856;0,6532;0,29381999999999997
laplace;sigmoid_nnre;5;1;1;0,5;0,31606;0,31606;0,30343000000000003;0,6524;0,7079300000000001;0,09221;0,1313;1,53;0,71143;0,5128;0,6524;0,28442
laplace;sigmoid_nnre;6;1;1;0,5;0,31606;0,31606;0,36812;0,6796;0,72946;0,16775;0,22746999999999998;1,9457799999999998;0,74062;0,5528;0,6796;0,29228000000000004
laplace;sigmoid_nnre;7;1;1;0,5;0,31606;0,31606;0,3282;0,6459999999999999;0,71129;0,15095999999999998;0,20667;2,04047;0,7196100000000001;0,4784;0,6459999999999999;0,3068
laplace;sigmoid_nnre;8;1;1;0,5;0,31606;0,31606;0,38583;0,6708;0,71273;0,16322;0,22276999999999997;2,06199;0,71942;0,56;0,6708;0,29889
laplace;sigmoid_nnre;9;1;1;0,5;0,31606;0,31606;0,42505;0,6904;0,72209;0,14903;0,20492;1,82312;0,7128800000000001;0,6376;0,6904;0,27351
laplace;sigmoid_nnre;0;1;1;0,75;0,47408999999999996;0,47408999999999996;0,5767;0,684;0,7205199999999999;0,16575;0,20001;2,1938;0,8749100000000001;0,6752;0,6928;0,29749000000000003
laplace;sigmoid_nnre;1;1;1;0,75;0,47408999999999996;0,47408999999999996;0,53089;0,6708;0,74446;0,16610999999999998;0,20446;2,17997;0,8966799999999999;0,63413;0,7074699999999999;0,30817
laplace;sigmoid_nnre;2;1;1;0,75;0,47408999999999996;0,47408999999999996;0,60663;0,7068;0,72512;0,15880999999999998;0,19191;1,8438599999999998;0,87418;0,7114699999999999;0,70213;0,27037
laplace;sigmoid_nnre;3;1;1;0,75;0,47408999999999996;0,47408999999999996;0,6217199999999999;0,722;0,7389600000000001;0,16252;0,19915;1,75845;0,87484;0,7344;0,7096;0,2562
laplace;sigmoid_nnre;4;1;1;0,75;0,47408999999999996;0,47408999999999996;0,53755;0,662;0,71506;0,16905;0,20755;2,26451;0,88035;0,63573;0,6882699999999999;0,31682
laplace;sigmoid_nnre;5;1;1;0,75;0,47408999999999996;0,47408999999999996;0,58992;0,6872;0,71708;0,15732000000000002;0,19053;2,14171;0,8680100000000001;0,68747;0,68693;0,29070999999999997
laplace;sigmoid_nnre;6;1;1;0,75;0,47408999999999996;0,47408999999999996;0,60944;0,7092;0,7361300000000001;0,16277;0,19699999999999998;1,82066;0,87516;0,71413;0,70427;0,26871999999999996
laplace;sigmoid_nnre;7;1;1;0,75;0,47408999999999996;0,47408999999999996;0,5726600000000001;0,6668;0,7046100000000001;0,1571;0,18895;2,17921;0,8618100000000001;0,66187;0,67173;0,30815
laplace;sigmoid_nnre;8;1;1;0,75;0,47408999999999996;0,47408999999999996;0,58123;0,708;0,75078;0,15417999999999998;0,18696;1,8175700000000001;0,89185;0,69493;0,72107;0,26966
laplace;sigmoid_nnre;9;1;1;0,75;0,47408999999999996;0,47408999999999996;0,5461600000000001;0,6848;0,7379899999999999;0,14590999999999998;0,17778;1,9142400000000002;0,89759;0,6544;0,7152;0,28713
laplace;sigmoid_nnre;0;1;1;0,95;0,60051;0,60051;0,7318399999999999;0,7456;0,71913;0,14198;0,16982;1,7058;0,9738399999999999;0,75242;0,68421;0,23365999999999998
laplace;sigmoid_nnre;1;1;1;0,95;0,60051;0,60051;0,66882;0,7;0,78342;0,13725;0,16275;1,71328;0,9850700000000001;0,6947399999999999;0,74737;0,27846
laplace;sigmoid_nnre;2;1;1;0,95;0,60051;0,60051;0,69984;0,7156;0,70728;0,13926;0,16229000000000002;1,9421599999999999;0,97434;0,71958;0,67979;0,26778
laplace;sigmoid_nnre;3;1;1;0,95;0,60051;0,60051;0,70896;0,7352;0,75874;0,132;0,15347;1,78036;0,98254;0,73432;0,74316;0,24491999999999997
laplace;sigmoid_nnre;4;1;1;0,95;0,60051;0,60051;0,71072;0,7316;0,7348600000000001;0,12367;0,14459;1,6897900000000001;0,9775799999999999;0,73432;0,70716;0,24739
laplace;sigmoid_nnre;5;1;1;0,95;0,60051;0,60051;0,70918;0,7228;0,69124;0,1358;0,15846;1,81877;0,97354;0,728;0,6759999999999999;0,25841
laplace;sigmoid_nnre;6;1;1;0,95;0,60051;0,60051;0,6984100000000001;0,7184;0,7258100000000001;0,13632;0,15866;1,96061;0,9766100000000001;0,7208399999999999;0,6964199999999999;0,26482
laplace;sigmoid_nnre;7;1;1;0,95;0,60051;0,60051;0,73432;0,7496;0,72938;0,1384;0,16402;1,64888;0,97398;0,75663;0,6863199999999999;0,23284000000000002
laplace;sigmoid_nnre;8;1;1;0,95;0,60051;0,60051;0,68863;0,7116;0,72283;0,1385;0,16309;2,0556400000000004;0,97859;0,7120000000000001;0,708;0,27446
laplace;sigmoid_nnre;9;1;1;0,95;0,60051;0,60051;0,6878;0,706;0,7378600000000001;0,13223;0,15259;1,8917;0,9778600000000001;0,70653;0,70126;0,26907
laplace;sigmoid_nnre;0;1;1;0,99;0,6258;0,6258;0,75168;0,7556;0,6762699999999999;0,13033;0,15093;1,68485;0,99364;0,75798;0,63899;0,22726999999999997
laplace;sigmoid_nnre;1;1;1;0,99;0,6258;0,6258;0,7548;0,7588;0,6855899999999999;0,13128;0,15411;1,53356;0,99419;0,76081;0,6604;0,22041
laplace;sigmoid_nnre;2;1;1;0,99;0,6258;0,6258;0,71583;0,722;0,75945;0,13234;0,15549000000000002;2,01294;0,9961;0,72202;0,72101;0,26299
laplace;sigmoid_nnre;3;1;1;0,99;0,6258;0,6258;0,73243;0,7408;0,73443;0,12492;0,14339000000000002;1,7451299999999998;0,99566;0,74141;0,7107100000000001;0,2423
laplace;sigmoid_nnre;4;1;1;0,99;0,6258;0,6258;0,75054;0,7584;0,79573;0,12872999999999998;0,15022;1,60352;0,99524;0,7596;0,6998;0,22436999999999999
laplace;sigmoid_nnre;5;1;1;0,99;0,6258;0,6258;0,72765;0,7348;0,72329;0,13217;0,15546;1,85607;0,9961700000000001;0,73495;0,72747;0,25233
laplace;sigmoid_nnre;6;1;1;0,99;0,6258;0,6258;0,72752;0,732;0,71116;0,13145;0,15242;1,9418400000000002;0,9967;0,73172;0,7458600000000001;0,25096
laplace;sigmoid_nnre;7;1;1;0,99;0,6258;0,6258;0,72427;0,7304;0,70035;0,13032;0,15054;1,82254;0,9956;0,7309100000000001;0,70545;0,25488
laplace;sigmoid_nnre;8;1;1;0,99;0,6258;0,6258;0,7640100000000001;0,7672;0,69808;0,13263;0,15599000000000002;1,5005700000000002;0,99477;0,76889;0,6844399999999999;0,21516
laplace;sigmoid_nnre;9;1;1;0,99;0,6258;0,6258;0,69827;0,7040000000000001;0,7581100000000001;0,13183;0,15658;1,94308;0,996;0,7038399999999999;0,71192;0,27676999999999996
laplace;sigmoid_nnre;0;2;1;0,01;0,00865;0,00865;0,00013000000000000002;0,99;0,16871;0,00866;0,0211;0,14368;0,0;0,0;0,5;0,01
laplace;sigmoid_nnre;1;2;1;0,01;0,00865;0,00865;0,00025;0,99;0,21151999999999999;0,00834;0,02045;0,1193;0,0;0,0;0,5;0,01
laplace;sigmoid_nnre;2;2;1;0,01;0,00865;0,00865;0,00014;0,99;0,19617;0,0092;0,02181;0,11984000000000002;0,0;0,0;0,5;0,01
laplace;sigmoid_nnre;3;2;1;0,01;0,00865;0,00865;0,00021;0,99;0,20586999999999997;0,0089;0,02159;0,11475999999999999;0,0;0,0;0,5;0,01
laplace;sigmoid_nnre;4;2;1;0,01;0,00865;0,00865;0,00011999999999999999;0,99;0,27979;0,00818;0,020419999999999997;0,11235;0,0;0,0;0,5;0,01
laplace;sigmoid_nnre;5;2;1;0,01;0,00865;0,00865;0,00013000000000000002;0,99;0,16697;0,00848;0,0209;0,13066;0,0;0,0;0,5;0,01
laplace;sigmoid_nnre;6;2;1;0,01;0,00865;0,00865;0,00014;0,99;0,17337;0,00927;0,02217;0,12719;0,0;0,0;0,5;0,01
laplace;sigmoid_nnre;7;2;1;0,01;0,00865;0,00865;5,9999999999999995e-05;0,99;0,16172999999999998;0,009009999999999999;0,021490000000000002;0,14625;0,0;0,0;0,5;0,01
laplace;sigmoid_nnre;8;2;1;0,01;0,00865;0,00865;0,0003;0,99;0,14584;0,00861;0,020819999999999998;0,12777;0,0;0,0;0,5;0,01
laplace;sigmoid_nnre;9;2;1;0,01;0,00865;0,00865;5,9999999999999995e-05;0,99;0,26555;0,0084;0,02062;0,12571;0,0;0,0;0,5;0,01
laplace;sigmoid_nnre;0;2;1;0,05;0,043230000000000005;0,043230000000000005;0,00013000000000000002;0,95;0,26724000000000003;0,04227;0,09406;0,56585;0,0;0,0;0,5;0,04999
laplace;sigmoid_nnre;1;2;1;0,05;0,043230000000000005;0,043230000000000005;0,00023999999999999998;0,95;0,22799;0,04212;0,09493;0,555;0,0;0,0;0,5;0,04999
laplace;sigmoid_nnre;2;2;1;0,05;0,043230000000000005;0,043230000000000005;0,0002;0,95;0,19191;0,04057;0,09265;0,58437;0,0;0,0;0,5;0,04999
laplace;sigmoid_nnre;3;2;1;0,05;0,043230000000000005;0,043230000000000005;0,00016;0,95;0,18475;0,04386;0,09666;0,58758;0,0;0,0;0,5;0,05
laplace;sigmoid_nnre;4;2;1;0,05;0,043230000000000005;0,043230000000000005;0,00015;0,95;0,25906999999999997;0,0429;0,09502999999999999;0,56247;0,0;0,0;0,5;0,04999
laplace;sigmoid_nnre;5;2;1;0,05;0,043230000000000005;0,043230000000000005;0,00023999999999999998;0,95;0,34842;0,043680000000000004;0,09639;0,5061;0,0;0,0;0,5;0,04999
laplace;sigmoid_nnre;6;2;1;0,05;0,043230000000000005;0,043230000000000005;0,00032;0,95;0,17914000000000002;0,04287;0,09531;0,59522;0,0;0,0;0,5;0,04999
laplace;sigmoid_nnre;7;2;1;0,05;0,043230000000000005;0,043230000000000005;0,00022;0,95;0,22749;0,04276;0,09525;0,56917;0,0;0,0;0,5;0,04999
laplace;sigmoid_nnre;8;2;1;0,05;0,043230000000000005;0,043230000000000005;0,00021;0,95;0,28875;0,03921;0,0901;0,52485;0,0;0,0;0,5;0,04999
laplace;sigmoid_nnre;9;2;1;0,05;0,043230000000000005;0,043230000000000005;0,00016;0,95;0,25913;0,04686;0,10097;0,55494;0,0;0,0;0,5;0,04999
laplace;sigmoid_nnre;0;2;1;0,25;0,21616999999999997;0,21616999999999997;0,22603;0,8436;0,8710700000000001;0,07462;0,11657999999999999;0,59067;0,68513;0,6928;0,79333;0,12648
laplace;sigmoid_nnre;1;2;1;0,25;0,21616999999999997;0,21616999999999997;0,21799000000000002;0,836;0,8690700000000001;0,08947999999999999;0,14106;0,7349600000000001;0,68566;0,6352;0,76907;0,13944
laplace;sigmoid_nnre;2;2;1;0,25;0,21616999999999997;0,21616999999999997;0,25409;0,8432;0,86941;0,09132;0,14357;0,70728;0,67572;0,7168;0,80107;0,13671
laplace;sigmoid_nnre;3;2;1;0,25;0,21616999999999997;0,21616999999999997;0,21495999999999998;0,8456;0,85483;0,07506;0,11912;0,70231;0,70152;0,6656;0,7856;0,13197
laplace;sigmoid_nnre;4;2;1;0,25;0,21616999999999997;0,21616999999999997;0,21736;0,8496;0,87371;0,08016000000000001;0,12636;0,65492;0,7188;0,6544;0,7845300000000001;0,12730999999999998
laplace;sigmoid_nnre;5;2;1;0,25;0,21616999999999997;0,21616999999999997;0,25033;0,8204;0,8475600000000001;0,09161;0,14303;0,78854;0,63707;0,6544;0,76507;0,14945999999999998
laplace;sigmoid_nnre;6;2;1;0,25;0,21616999999999997;0,21616999999999997;0,24025;0,8420000000000001;0,86318;0,09852999999999999;0,15088;0,7780100000000001;0,68852;0,672;0,78533;0,13682
laplace;sigmoid_nnre;7;2;1;0,25;0,21616999999999997;0,21616999999999997;0,21289;0,8296;0,8478;0,0731;0,11575;0,71095;0,66667;0,6368;0,7653300000000001;0,14082999999999998
laplace;sigmoid_nnre;8;2;1;0,25;0,21616999999999997;0,21616999999999997;0,21406999999999998;0,8436;0,86764;0,07272;0,11612;0,6674;0,69243;0,6736;0,78693;0,13
laplace;sigmoid_nnre;9;2;1;0,25;0,21616999999999997;0,21616999999999997;0,23485;0,8276;0,85009;0,0898;0,13994;0,77082;0,6644100000000001;0,6272;0,7608;0,14557
laplace;sigmoid_nnre;0;2;1;0,5;0,43233;0,43233;0,48403;0,8264;0,87503;0,11199;0,14490999999999998;1,05539;0,8355299999999999;0,8128;0,8264;0,15725
laplace;sigmoid_nnre;1;2;1;0,5;0,43233;0,43233;0,46258;0,8028;0,86169;0,10128999999999999;0,13057;1,04104;0,82489;0,7688;0,8028;0,17257
laplace;sigmoid_nnre;2;2;1;0,5;0,43233;0,43233;0,48936;0,8036;0,8564799999999999;0,10811;0,13904;1,10524;0,80829;0,7959999999999999;0,8036;0,17506
laplace;sigmoid_nnre;3;2;1;0,5;0,43233;0,43233;0,44916000000000006;0,8096;0,85416;0,11087999999999999;0,14651;1,20646;0,8418700000000001;0,7624;0,8096;0,17619
laplace;sigmoid_nnre;4;2;1;0,5;0,43233;0,43233;0,5090100000000001;0,82;0,8629;0,11177000000000001;0,14676;1,0347899999999999;0,81596;0,8264;0,82;0,16339
laplace;sigmoid_nnre;5;2;1;0,5;0,43233;0,43233;0,47576;0,8132;0,86229;0,11512;0,15117;1,16573;0,8287200000000001;0,7896;0,8132;0,17193
laplace;sigmoid_nnre;6;2;1;0,5;0,43233;0,43233;0,49786;0,8232;0,87913;0,11347;0,14659;0,9789200000000001;0,8216600000000001;0,8256;0,8232;0,15829000000000001
laplace;sigmoid_nnre;7;2;1;0,5;0,43233;0,43233;0,46953;0,8220000000000001;0,86926;0,1058;0,13666;1,02668;0,84372;0,7904;0,8220000000000001;0,16000999999999999
laplace;sigmoid_nnre;8;2;1;0,5;0,43233;0,43233;0,45788999999999996;0,8184;0,86619;0,1037;0,13483;1,04274;0,84851;0,7752;0,8184;0,16347
laplace;sigmoid_nnre;9;2;1;0,5;0,43233;0,43233;0,45143;0,8112;0,86574;0,11235999999999999;0,14812999999999998;1,14456;0,84425;0,7632;0,8112;0,17126
laplace;sigmoid_nnre;0;2;1;0,75;0,6485;0,6485;0,69867;0,8408;0,8685799999999999;0,09636;0,13318;1,21181;0,9208;0,86187;0,81973;0,15129
laplace;sigmoid_nnre;1;2;1;0,75;0,6485;0,6485;0,71394;0,8432;0,87828;0,09495;0,12705999999999998;0,9799200000000001;0,91494;0,872;0,8144;0,14452
laplace;sigmoid_nnre;2;2;1;0,75;0,6485;0,6485;0,70248;0,8432;0,87989;0,09112999999999999;0,12137;0,9479;0,92155;0,8645299999999999;0,8218700000000001;0,1417
laplace;sigmoid_nnre;3;2;1;0,75;0,6485;0,6485;0,69899;0,8312;0,8735700000000001;0,09676;0,13043;1,0660399999999999;0,9172899999999999;0,8517299999999999;0,81067;0,1546
laplace;sigmoid_nnre;4;2;1;0,75;0,6485;0,6485;0,72942;0,8408;0,86567;0,10114;0,14506;1,0979299999999999;0,90466;0,8805299999999999;0,80107;0,14768
laplace;sigmoid_nnre;5;2;1;0,75;0,6485;0,6485;0,6813600000000001;0,8140000000000001;0,8486299999999999;0,08917;0,11799000000000001;1,16526;0,91422;0,8298700000000001;0,79813;0,16852
laplace;sigmoid_nnre;6;2;1;0,75;0,6485;0,6485;0,71646;0,8420000000000001;0,87495;0,08956;0,11986;0,94281;0,9124899999999999;0,8730700000000001;0,81093;0,14287
laplace;sigmoid_nnre;7;2;1;0,75;0,6485;0,6485;0,7147600000000001;0,8416;0,87077;0,08975;0,11888;0,94429;0,9129;0,872;0,8112;0,1439
laplace;sigmoid_nnre;8;2;1;0,75;0,6485;0,6485;0,69671;0,8344;0,8660399999999999;0,08987;0,11932000000000001;1,0466799999999998;0,9186200000000001;0,85493;0,81387;0,15266
laplace;sigmoid_nnre;9;2;1;0,75;0,6485;0,6485;0,69139;0,8328;0,8668100000000001;0,09187000000000001;0,1233;1,09033;0,9198799999999999;0,8512;0,8144;0,1575
laplace;sigmoid_nnre;0;2;1;0,95;0,8214299999999999;0,8214299999999999;0,8603200000000001;0,8772;0,8606600000000001;0,055139999999999995;0,08333;0,85934;0,97959;0,88926;0,76863;0,11352999999999999
